Market Long proba (%),Market Short proba (%),Order Type,Market Mid
0.00411051,1.86571e-07,-1,2846.1949999999997
0.00402168,1.80737e-07,-1,2846.1949999999997
0.00393666,1.75229e-07,-1,2846.1949999999997
0.0038552,1.70021e-07,-1,2846.1949999999997
0.00377709,1.6509e-07,-1,2846.1949999999997
0.00370213,1.60417e-07,-1,2846.1949999999997
0.00363012,1.55982e-07,-1,2846.1949999999997
0.0035609,1.51769e-07,-1,2846.1949999999997
0.00349432,1.47763e-07,-1,2846.33
0.213128,0.0013162,-1,2846.335
0.478159,0.0502253,-1,2846.405
0.549501,0.0579804,0,2846.48
0.610778,0.0295522,0,2846.315
0.546921,0.059195,0,2846.315
0.495332,0.0560067,-1,2846.315
0.449412,0.0419323,-1,2846.315
0.396203,0.0233578,-1,2846.315
0.312052,0.0058431,-1,2846.315
0.18283,0.000353517,-1,2846.315
0.0739789,8.67596e-06,-1,2846.315
0.032849,5.6813e-07,-1,2846.315
0.0222535,1.68969e-07,-1,2846.315
0.0185244,9.70697e-08,-1,2846.315
0.0163033,6.63719e-08,-1,2846.315
0.0146289,4.8245e-08,-1,2846.315
0.0132782,3.63745e-08,-1,2846.315
0.0121587,2.8198e-08,-1,2846.315
0.0112143,2.23601e-08,-1,2846.315
0.0104063,1.80696e-08,-1,2846.315
0.00970694,1.48392e-08,-1,2846.315
0.00909545,1.23562e-08,-1,2846.315
0.00855622,1.04136e-08,-1,2846.315
0.00807709,8.86985e-09,-1,2846.315
0.00764852,7.62625e-09,-1,2846.315
0.00726292,6.6122e-09,-1,2846.315
0.0069141,5.77628e-09,-1,2846.315
0.00659707,5.08045e-09,-1,2846.315
0.00630767,4.49609e-09,-1,2846.315
0.00604244,4.00136e-09,-1,2846.315
0.00579849,3.57945e-09,-1,2846.315
0.00557335,3.21719e-09,-1,2846.315
0.00536495,2.90424e-09,-1,2846.315
0.00517148,2.63232e-09,-1,2846.315
0.00499142,2.3948e-09,-1,2846.315
0.0048234,2.18632e-09,-1,2846.315
0.00466629,2.00246e-09,-1,2846.315
0.00451903,1.83963e-09,-1,2846.315
0.00438076,1.69485e-09,-1,2846.315
0.00425067,1.56563e-09,-1,2846.315
0.00412805,1.4499e-09,-1,2846.315
0.0040123,1.3459e-09,-1,2846.315
0.00390284,1.25214e-09,-1,2846.315
0.0037992,1.16738e-09,-1,2846.315
0.00370091,1.09052e-09,-1,2846.315
0.00360757,1.02065e-09,-1,2846.315
0.00351883,9.56982e-10,-1,2846.9849999999997
0.231018,0.000912851,-1,2846.9849999999997
0.229778,0.000887526,-1,2846.995
0.402855,0.0129246,-1,2846.995
0.369117,0.00733222,-1,2846.995
0.2749,0.00103061,-1,2846.995
0.143421,2.74956e-05,-1,2846.995
0.0561934,5.13584e-07,-1,2847.525
0.331515,0.00271841,-1,2847.525
0.318184,0.00203953,-1,2847.525
