Timestamp;Market Long proba (%);Market Short proba (%);Order Type;Market Mid;Holding;Holding Value;Index BTC;Index Port
32:54.8;0.000740782;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:01.7;0.000738319;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:08.3;0.000735873;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:15.9;0.000733444;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:22.7;0.000731032;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:29.4;0.000728636;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:36.2;0.000726257;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:43.1;0.000723895;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:49.9;0.000721549;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
33:56.6;0.000719219;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:03.3;0.000716904;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:10.3;0.000714606;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:17.6;0.000712322;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:24.5;0.000710055;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:31.9;0.000707802;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:39.1;0.000705566;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:46.1;0.000703343;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
34:53.3;0.000701136;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:00.3;0.000698943;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:07.4;0.000696765;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:15.9;0.000694601;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:22.6;0.000692452;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:29.9;0.000690316;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:36.6;0.000688195;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:43.7;0.000686088;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:51.1;0.000683994;1.90E-05;-1;3424.185;0.6;9999.8905;1.000035046;0.99998905
35:58.3;0.000681914;1.90E-05;-1;3423.505;0.6;9999.4825;0.999836452;0.99994825
36:05.6;8.03E-06;0.0021584;-1;3423.45;0.6;9999.4495;0.999820389;0.99994495
36:12.9;7.96E-06;0.198946;-1;3422.885;0.6;9999.1105;0.99965538;0.99991105
36:20.2;7.88E-06;0.965811;1;3422.4;0.5;9998.8195;0.999513736;0.99988195
36:27.3;7.82E-06;0.999209;1;3422.395;0.4;9998.817;0.999512276;0.9998817
36:34.7;7.82E-06;0.999322;1;3421.925;0.3;9998.629;0.999375012;0.9998629
36:41.9;7.82E-06;0.999324;1;3421.87;0.2;9998.6125;0.999358949;0.99986125
36:49.4;7.82E-06;0.999326;1;3421.865;0.1;9998.6115;0.999357489;0.99986115
36:57.4;7.82E-06;0.999328;1;3421.865;2.78E-17;9998.6115;0.999357489;0.99986115
37:04.6;7.75E-06;0.928582;1;3421.865;0;9998.6115;0.999357489;0.99986115
37:11.8;7.87E-06;0.102438;-1;3421.865;0;9998.6115;0.999357489;0.99986115
37:19.0;7.61E-06;0.00138627;-1;3421.865;0;9998.6115;0.999357489;0.99986115
37:26.5;7.61E-06;0.00085995;-1;3421.885;0;9998.6115;0.99936333;0.99986115
37:34.8;0.00085577;9.11E-06;-1;3421.885;0;9998.6115;0.99936333;0.99986115
37:42.8;0.000852433;9.11E-06;-1;3421.885;0;9998.6115;0.99936333;0.99986115
37:50.5;0.000849127;9.11E-06;-1;3422.125;0;9998.6115;0.999433422;0.99986115
37:57.8;0.0885939;8.99E-06;-1;3422.695;0;9998.6115;0.999599891;0.99986115
38:05.3;0.917408;8.95E-06;0;3423.095;0.1;9998.6115;0.999716711;0.99986115
38:12.9;0.99881;8.79E-06;0;3423.535;0.2;9998.6555;0.999845213;0.99986555
38:20.5;0.999189;8.78E-06;0;3423.535;0.3;9998.6555;0.999845213;0.99986555
38:28.3;0.915178;8.68E-06;0;3423.535;0.4;9998.6555;0.999845213;0.99986555
38:35.6;0.0861963;8.58E-06;-1;3423.535;0.4;9998.6555;0.999845213;0.99986555
38:43.5;0.00122688;8.50E-06;-1;3423.535;0.4;9998.6555;0.999845213;0.99986555
38:51.4;0.000822374;8.49E-06;-1;3423.535;0.4;9998.6555;0.999845213;0.99986555
38:59.4;0.000817818;8.49E-06;-1;3423.535;0.4;9998.6555;0.999845213;0.99986555
39:07.2;0.00081478;8.49E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:15.0;0.0853009;8.40E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:23.2;0.0849998;8.40E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:31.2;0.0583656;8.39E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:39.3;0.0397694;8.38E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:46.8;0.0304448;8.38E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
39:54.7;0.0253436;8.37E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
40:02.9;0.0220108;8.37E-06;-1;3423.545;0.4;9998.6595;0.999848134;0.99986595
40:10.6;0.0195666;8.37E-06;-1;3423.705;0.4;9998.7235;0.999894862;0.99987235
40:18.8;0.673718;8.28E-06;0;3423.705;0.5;9998.7235;0.999894862;0.99987235
40:26.8;0.652996;8.28E-06;0;3423.705;0.6;9998.7235;0.999894862;0.99987235
40:36.4;0.0715256;8.23E-06;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
40:44.7;0.000670332;0.000926783;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
40:52.7;0.000488334;0.000668316;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:00.8;0.000486444;0.000665579;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:09.0;0.000485086;0.000663614;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:17.2;0.000483739;0.000661663;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:24.9;0.0004824;0.000659725;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:33.0;0.000481069;0.000657799;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:41.3;0.000479747;0.000655885;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:49.5;0.000478434;0.000653983;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
41:58.1;0.000477129;0.000652092;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:06.4;0.000475831;0.000650213;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:14.2;0.000474543;0.000648346;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:22.4;0.000473262;0.00064649;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:30.3;0.000471988;0.000644646;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:38.7;0.000470723;0.000642813;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:46.9;0.000469466;0.000640991;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
42:55.7;0.000468216;0.00063918;-1;3423.535;0.6;9998.6215;0.999845213;0.99986215
43:04.4;0.000466974;0.00063738;-1;3423.005;0.6;9998.3035;0.999690426;0.99983035
43:12.9;7.44E-06;0.0680761;-1;3423.005;0.6;9998.3035;0.999690426;0.99983035
43:21.6;7.44E-06;0.0678846;-1;3420.005;0.6;9996.5035;0.998814275;0.99965035
43:30.2;7.38E-06;0.858723;1;3420.005;0.5;9996.5035;0.998814275;0.99965035
43:39.9;7.37E-06;0.814983;1;3405.155;0.4;9989.0785;0.994477324;0.99890785
43:49.2;7.37E-06;0.896206;1;3404.705;0.3;9988.8985;0.994345902;0.99888985
43:59.2;7.35E-06;0.954064;1;3402.965;0.2;9988.3765;0.993837734;0.99883765
44:09.4;7.35E-06;0.97142;1;3403.4;0.1;9988.4635;0.993964776;0.99884635
44:19.3;0.000826649;0.228304;-1;3403.315;0.1;9988.455;0.993939951;0.9988455
44:28.2;0.000726264;0.253063;-1;3403.91;0.1;9988.5145;0.994113722;0.99885145
44:37.6;0.076792;0.00295097;-1;3404.075;0.1;9988.531;0.99416191;0.9988531
44:46.7;0.904947;2.63E-05;0;3404.265;0.2;9988.55;0.994217399;0.998855
44:55.8;0.998685;2.40E-05;0;3404.32;0.3;9988.561;0.994233462;0.9988561
45:04.8;0.999155;2.38E-05;0;3404.435;0.4;9988.5955;0.994267048;0.99885955
45:14.3;0.99916;2.38E-05;0;3405.72;0.5;9989.1095;0.994642333;0.99891095
45:23.4;0.999164;2.38E-05;0;3406.255;0.6;9989.377;0.99479858;0.9989377
45:32.3;0.999167;2.38E-05;0;3408.595;0.7;9990.781;0.995481978;0.9990781
45:41.0;0.99917;2.38E-05;0;3408.725;0.8;9990.872;0.995519945;0.9990872
45:50.0;0.999173;2.38E-05;0;3408.735;0.9;9990.88;0.995522865;0.999088
45:59.6;0.999176;2.37E-05;0;3408.735;1;9990.88;0.995522865;0.999088
46:08.4;0.913824;2.19E-05;0;3408.735;1.1;9990.88;0.995522865;0.999088
46:17.7;0.0848461;2.04E-05;-1;3408.735;1.1;9990.88;0.995522865;0.999088
46:26.8;0.00121368;1.93E-05;-1;3408.735;1.1;9990.88;0.995522865;0.999088
46:35.8;0.000818782;1.92E-05;-1;3408.755;1.1;9990.902;0.995528706;0.9990902
46:45.0;0.0855384;1.82E-05;-1;3408.755;1.1;9990.902;0.995528706;0.9990902
46:54.6;0.0852351;1.82E-05;-1;3412.345;1.1;9994.851;0.996577168;0.9994851
47:04.1;0.877502;1.74E-05;0;3412.41;1.1;9994.9225;0.996596151;0.99949225
47:14.9;0.998182;1.67E-05;0;3413.185;1.1;9995.775;0.99682249;0.9995775
47:24.4;0.998977;1.66E-05;0;3414.295;1.1;9996.996;0.997146666;0.9996996
47:34.4;0.998985;1.66E-05;0;3413.505;1.1;9996.127;0.996915946;0.9996127
47:43.5;0.895475;0.0018845;0;3413.505;1.1;9996.127;0.996915946;0.9996127
47:52.5;0.0697411;1.72E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:02.0;0.00107083;1.66E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:12.7;0.000776313;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:23.8;0.000772579;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:32.8;0.000769884;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:41.9;0.000767212;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
48:51.4;0.00076456;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:01.0;0.000761927;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:11.8;0.000759313;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:21.4;0.000756718;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:31.6;0.000754141;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:41.3;0.000751583;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
49:51.0;0.000749044;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:00.5;0.000746522;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:11.0;0.000744018;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:20.7;0.000741532;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:30.3;0.000739063;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:39.9;0.000736612;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
50:51.0;0.000734178;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:00.6;0.000731761;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:10.4;0.00072936;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:19.7;0.000726977;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:29.3;0.000724609;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:39.1;0.000722258;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:48.9;0.000719923;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
51:58.3;0.000717604;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:07.9;0.000715301;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:17.4;0.000713013;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:26.7;0.00071074;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:37.1;0.000708483;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:46.1;0.000706242;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
52:55.5;0.000704015;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:05.9;0.000701803;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:15.5;0.000699606;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:24.9;0.000697423;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:34.6;0.000695255;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:44.6;0.000693101;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
53:54.2;0.000690961;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
54:04.2;0.000688835;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
54:14.3;0.000686724;1.65E-05;-1;3413.505;1.1;9996.127;0.996915946;0.9996127
54:24.0;0.000684626;1.65E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
54:33.6;0.0728793;1.58E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
54:43.9;0.0726602;1.58E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
54:54.9;0.0525394;1.58E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
55:05.6;0.0378014;1.58E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
55:16.3;0.0297108;1.57E-05;-1;3415.475;1.1;9998.294;0.997491286;0.9998294
55:26.5;0.0249556;1.57E-05;-1;3415.995;1.1;9998.866;0.997643152;0.9998866
55:37.3;0.718654;1.52E-05;0;3415.995;1.1;9998.866;0.997643152;0.9998866
55:48.2;0.694113;1.51E-05;0;3416.685;1.1;9999.625;0.997844667;0.9999625
55:59.2;0.896063;1.50E-05;0;3416.685;1.1;9999.625;0.997844667;0.9999625
56:11.1;0.242644;1.47E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
56:21.7;0.00454744;1.42E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
56:32.5;0.00144553;1.41E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
56:43.3;0.00141518;1.41E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
56:53.8;0.00140568;1.41E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
57:04.5;0.00139643;1.41E-05;-1;3416.685;1.1;9999.625;0.997844667;0.9999625
57:15.0;0.00138731;1.41E-05;-1;3416.495;1.1;9999.416;0.997789177;0.9999416
57:25.7;1.31E-05;0.00160314;-1;3416.585;1.1;9999.515;0.997815462;0.9999515
57:37.1;0.00147105;1.49E-05;-1;3416.63;1.1;9999.5645;0.997828604;0.99995645
57:47.8;0.144675;1.44E-05;-1;3416.62;1.1;9999.5535;0.997825684;0.99995535
57:58.5;0.00147099;0.00163641;-1;3416.75;1.1;9999.6965;0.99786365;0.99996965
58:09.0;0.0784848;2.97E-05;-1;3417.29;1.1;10000.2905;0.998021358;1.00002905
58:20.2;0.906707;2.61E-05;0;3417.57;1.1;10000.5985;0.998103132;1.00005985
58:31.3;0.998702;2.38E-05;0;3418.615;1.1;10001.748;0.998408325;1.0001748
58:43.8;0.999159;2.36E-05;0;3418.615;1.1;10001.748;0.998408325;1.0001748
58:54.9;0.912373;2.18E-05;0;3418.615;1.1;10001.748;0.998408325;1.0001748
59:06.1;0.0834429;2.03E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
59:17.0;0.00120003;1.92E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
59:27.3;0.000815009;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
59:37.7;0.000810597;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
59:47.6;0.000807614;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
59:58.2;0.000804661;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
00:10.1;0.00080173;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
00:21.2;0.000798821;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
00:31.3;0.000795934;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
00:41.7;0.000793069;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
00:52.3;0.000790225;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
01:02.9;0.000787403;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
01:14.6;0.000784602;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
01:25.4;0.000781822;1.91E-05;-1;3418.615;1.1;10001.748;0.998408325;1.0001748
01:36.7;0.000779062;1.91E-05;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
01:48.2;8.58E-06;0.00217356;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
01:58.5;8.58E-06;0.00216561;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
02:09.3;8.58E-06;0.00214359;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
02:20.1;8.58E-06;0.00212188;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
02:31.1;8.58E-06;0.00210061;-1;3418.005;1.1;10001.077;0.998230174;1.0001077
02:41.9;8.58E-06;0.00207977;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
02:52.5;8.49E-06;0.19173;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
03:03.5;8.49E-06;0.190206;-1;3417.24;1.1;10000.2355;0.998006755;1.00002355
03:14.3;0.000956874;0.00204112;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
03:24.8;2.34E-05;0.0869906;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
03:38.7;2.34E-05;0.0862247;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
03:49.9;2.32E-05;0.0587865;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
04:00.8;2.30E-05;0.039839;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
04:11.9;2.29E-05;0.0304396;-1;3417.115;1.1;10000.098;0.997970249;1.0000098
04:22.4;2.29E-05;0.0253311;-1;3417.105;1.1;10000.087;0.997967328;1.0000087
04:34.0;2.12E-05;0.720908;1;3417.105;1;10000.087;0.997967328;1.0000087
04:44.8;2.12E-05;0.696105;1;3415.005;0.9;9997.987;0.997354022;0.9997987
04:56.3;2.08E-05;0.895993;1;3415.005;0.8;9997.987;0.997354022;0.9997987
05:07.2;1.99E-05;0.240775;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
05:18.4;1.89E-05;0.00450299;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
05:29.8;1.86E-05;0.00144412;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
05:41.1;1.86E-05;0.0014141;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
05:52.0;1.86E-05;0.0014046;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
06:03.3;1.86E-05;0.00139538;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
06:14.7;1.86E-05;0.00138627;-1;3415.005;0.8;9997.987;0.997354022;0.9997987
06:26.3;1.86E-05;0.00137728;-1;3410.345;0.8;9994.259;0.995993067;0.9994259
06:37.7;1.77E-05;0.136689;-1;3409.715;0.8;9993.755;0.995809075;0.9993755
06:49.7;1.69E-05;0.947583;1;3405.945;0.7;9990.739;0.994708044;0.9990739
07:02.6;1.63E-05;0.999084;1;3405.555;0.6;9990.466;0.994594145;0.9990466
07:13.8;1.62E-05;0.999279;1;3404.065;0.5;9989.572;0.994158989;0.9989572
07:25.1;1.62E-05;0.999282;1;3403.005;0.4;9989.042;0.993849416;0.9989042
07:36.3;1.62E-05;0.999284;1;3403.005;0.3;9989.042;0.993849416;0.9989042
07:48.0;1.56E-05;0.924237;1;3403.005;0.2;9989.042;0.993849416;0.9989042
07:59.3;1.51E-05;0.0963328;-1;3403.005;0.2;9989.042;0.993849416;0.9989042
08:10.7;1.46E-05;0.0013281;-1;3403.005;0.2;9989.042;0.993849416;0.9989042
08:21.9;1.46E-05;0.000848182;-1;3403.005;0.2;9989.042;0.993849416;0.9989042
08:34.6;1.46E-05;0.000843084;-1;3403.005;0.2;9989.042;0.993849416;0.9989042
08:46.2;1.46E-05;0.000839846;-1;3403.005;0.2;9989.042;0.993849416;0.9989042
08:57.4;1.46E-05;0.00083664;-1;3402.205;0.2;9988.882;0.993615775;0.9988882
09:08.4;1.41E-05;0.087471;-1;3402.205;0.2;9988.882;0.993615775;0.9988882
09:20.0;1.41E-05;0.0871547;-1;3402.205;0.2;9988.882;0.993615775;0.9988882
09:32.0;1.41E-05;0.0593125;-1;3401.985;0.2;9988.838;0.993551524;0.9988838
09:44.0;1.37E-05;0.827283;1;3401.985;0.1;9988.838;0.993551524;0.9988838
09:55.6;1.37E-05;0.783325;1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
10:07.2;1.34E-05;0.0666704;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
10:18.7;1.31E-05;0.00173571;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
10:29.6;1.31E-05;0.00126988;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
10:40.8;1.31E-05;0.00125968;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
10:52.1;1.31E-05;0.00125228;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
11:03.7;1.31E-05;0.00124497;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
11:15.4;1.31E-05;0.00123775;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
11:27.0;1.31E-05;0.00123062;-1;3401.985;2.78E-17;9988.838;0.993551524;0.9988838
11:38.9;1.31E-05;0.00122358;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
11:50.5;1.27E-05;0.122681;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
12:01.9;1.27E-05;0.122058;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
12:13.1;1.27E-05;0.0720904;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
12:24.7;1.27E-05;0.0417272;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
12:39.0;1.26E-05;0.030005;-1;3401.975;2.78E-17;9988.838;0.993548604;0.9988838
12:51.2;1.26E-05;0.0247504;-1;3401.505;2.78E-17;9988.838;0.99341134;0.9988838
13:03.1;1.23E-05;0.716643;1;3401.505;0;9988.838;0.99341134;0.9988838
13:15.3;1.23E-05;0.692209;1;3401.505;0;9988.838;0.99341134;0.9988838
13:27.3;1.21E-05;0.0698584;-1;3401.505;0;9988.838;0.99341134;0.9988838
13:39.3;1.19E-05;0.00280854;-1;3401.505;0;9988.838;0.99341134;0.9988838
13:51.1;1.19E-05;0.00202064;-1;3401.505;0;9988.838;0.99341134;0.9988838
14:05.5;1.19E-05;0.00199415;-1;3401.505;0;9988.838;0.99341134;0.9988838
14:17.9;1.19E-05;0.00197532;-1;3401.505;0;9988.838;0.99341134;0.9988838
14:30.1;1.19E-05;0.00195691;-1;3401.505;0;9988.838;0.99341134;0.9988838
14:42.4;1.19E-05;0.00193884;-1;3401.505;0;9988.838;0.99341134;0.9988838
14:54.8;1.19E-05;0.00192111;-1;3401.505;0;9988.838;0.99341134;0.9988838
15:06.9;1.19E-05;0.00190371;-1;3401.505;0;9988.838;0.99341134;0.9988838
15:18.9;1.19E-05;0.00188662;-1;3401.505;0;9988.838;0.99341134;0.9988838
15:31.3;1.19E-05;0.00186984;-1;3401.505;0;9988.838;0.99341134;0.9988838
15:44.7;1.19E-05;0.00185336;-1;3401.505;0;9988.838;0.99341134;0.9988838
15:56.8;1.19E-05;0.00183717;-1;3401.505;0;9988.838;0.99341134;0.9988838
16:09.0;1.19E-05;0.00182127;-1;3401.505;0;9988.838;0.99341134;0.9988838
16:21.4;1.19E-05;0.00180565;-1;3401.505;0;9988.838;0.99341134;0.9988838
16:33.4;1.19E-05;0.00179029;-1;3401.505;0;9988.838;0.99341134;0.9988838
16:45.3;1.19E-05;0.0017752;-1;3401.505;0;9988.838;0.99341134;0.9988838
16:57.7;1.19E-05;0.00176036;-1;3401.505;0;9988.838;0.99341134;0.9988838
17:09.9;1.19E-05;0.00174578;-1;3402.205;0;9988.838;0.993615775;0.9988838
17:22.3;0.00135092;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
17:34.9;0.00133999;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
17:46.9;0.00133159;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
17:59.0;0.00132331;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
18:13.2;0.00131513;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
18:25.4;0.00130706;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
18:37.8;0.00129909;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
18:50.1;0.00129122;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
19:03.1;0.00128344;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
19:16.4;0.00127576;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
19:30.1;0.00126818;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
19:43.8;0.00126068;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
19:56.5;0.00125328;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
20:09.4;0.00124596;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
20:22.4;0.00123874;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
20:35.4;0.00123159;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
20:49.3;0.00122453;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
21:02.5;0.00121756;1.60E-05;-1;3402.205;0;9988.838;0.993615775;0.9988838
21:15.9;0.00121066;1.60E-05;-1;3405.695;0;9988.838;0.994635032;0.9988838
21:29.2;0.122067;1.54E-05;-1;3407.295;0;9988.838;0.995102313;0.9988838
