Timestamp;Market Long proba (%);Market Short proba (%);Order Type;Market Mid;Holding;Holding Value;BTC;Port
07:33.9;0.934934;0.0041788;0;4329.095;8;100290.94;1.002108804;1.0029094
08:59.2;0.940573;0.00370918;0;4329.745;9;100296.14;1.002259267;1.0029614
10:37.0;0.945259;0.00332449;0;4329.745;10;100296.14;1.002259267;1.0029614
12:00.5;0.949211;0.00300446;0;4329.995;11;100298.64;1.002317138;1.0029864
13:24.2;0.952603;0.00273348;0;4339.965;12;100408.31;1.004625016;1.0040831
14:48.8;0.955555;0.00250063;0;4349.995;13;100528.67;1.006946783;1.0052867
16:13.4;0.958151;0.0022986;0;4349.995;14;100528.67;1.006946783;1.0052867
17:42.1;0.960447;0.00212233;0;4350.055;15;100529.51;1.006960672;1.0052951
19:18.8;0.962485;0.00196777;0;4359.575;15;100672.31;1.009164384;1.0067231
20:49.6;0.964313;0.00183108;0;4350.005;15;100528.76;1.006949098;1.0052876
22:20.7;0.965956;0.00170974;0;4355.315;15;100608.41;1.008178269;1.0060841
23:49.1;0.967448;0.0016011;0;4350.005;15;100528.76;1.006949098;1.0052876
25:14.4;0.887584;0.00838586;0;4344.73;15;100449.635;1.005728029;1.00449635
26:39.7;0.677327;0.0325478;0;4338.995;15;100363.61;1.004400478;1.0036361
28:05.7;0.340808;0.112261;-1;4330.425;15;100235.06;1.002416675;1.0023506
29:29.7;0.103668;0.299208;-1;4330.225;15;100232.06;1.002370379;1.0023206
30:56.0;0.0378994;0.520188;1;4330.225;13;100232.06;1.002370379;1.0023206
32:20.0;0.0203778;0.704209;1;4330.225;11;100232.06;1.002370379;1.0023206
33:44.9;0.0125343;0.817237;1;4330.225;9;100232.06;1.002370379;1.0023206
35:08.8;0.00595003;0.645579;1;4330.225;7;100232.06;1.002370379;1.0023206
36:32.8;0.00275823;0.435137;-1;4330.225;7;100232.06;1.002370379;1.0023206
37:57.1;0.001486;0.290585;-1;4330.225;7;100232.06;1.002370379;1.0023206
39:23.0;0.000926476;0.208237;-1;4330.225;7;100232.06;1.002370379;1.0023206
40:46.5;0.000653408;0.160907;-1;4339.995;7;100300.45;1.004631961;1.0030045
42:09.9;0.000762367;0.0454585;-1;4339.995;7;100300.45;1.004631961;1.0030045
43:33.7;0.00462979;0.0120777;-1;4338.695;7;100291.35;1.004331034;1.0029135
45:10.3;0.0240274;0.00472949;-1;4338.925;7;100292.96;1.004384274;1.0029296
