Timestamp;Market Long proba (%);Market Short proba (%);Order Type;Market Mid;Holding;Holding Value
55:13.6;0.501203;0.514519;1;3446.815;0;10000
55:16.5;0.501203;0.514519;1;3446.815;0;10000
55:18.8;0.282003;0.295036;-1;3446.815;0;10000
55:21.5;0.0788594;0.0850774;-1;3446.815;0;10000
55:24.2;0.0273248;0.0298515;-1;3446.815;0;10000
55:26.8;0.019555;0.0214213;-1;3446.815;0;10000
55:28.9;0.017353;0.0190257;-1;3446.815;0;10000
55:31.6;0.0159184;0.0174633;-1;3446.815;0;10000
55:34.3;0.0147387;0.0161774;-1;3446.815;0;10000
55:36.6;0.0137292;0.0150763;-1;3446.815;0;10000
55:39.9;0.0128532;0.0141201;-1;3446.815;0;10000
55:42.8;0.012085;0.0132812;-1;3446.815;0;10000
55:45.5;0.0114057;0.0125389;-1;3446.815;0;10000
55:48.2;0.0108004;0.0118772;-1;3446.815;0;10000
55:51.0;0.0102575;0.0112835;-1;3446.815;0;10000
55:53.3;0.00976771;0.0107476;-1;3446.815;0;10000
55:56.3;0.00932348;0.0102613;-1;3446.815;0;10000
55:58.7;0.00891867;0.00981809;-1;3446.815;0;10000
56:01.9;0.0085482;0.00941233;-1;3446.815;0;10000
56:04.4;0.00820785;0.00903944;-1;3446.815;0;10000
56:07.0;0.00789405;0.00869554;-1;3446.815;0;10000
56:10.2;0.00760379;0.00837734;-1;3446.815;0;10000
56:12.9;0.00733449;0.00808204;-1;3446.815;0;10000
56:15.4;0.00708393;0.00780722;-1;3446.815;0;10000
56:17.9;0.00685022;0.00755084;-1;3446.815;0;10000
56:20.7;0.0066317;0.00731105;-1;3446.815;0;10000
56:23.5;0.00642693;0.00708631;-1;3446.815;0;10000
56:26.3;0.00623463;0.00687521;-1;3446.815;0;10000
56:29.3;0.0060537;0.00667655;-1;3446.815;0;10000
56:31.9;0.00588315;0.00648925;-1;3446.815;0;10000
56:34.8;0.00572211;0.00631237;-1;3446.815;0;10000
56:37.3;0.00556979;0.00614504;-1;3446.815;0;10000
56:40.2;0.00542552;0.00598651;-1;3446.815;0;10000
56:43.2;0.00528865;0.0058361;-1;3446.815;0;10000
56:46.3;0.00515864;0.0056932;-1;3446.815;0;10000
