Timestamp,Market Long proba (%),Market Short proba (%),Order Type,Market Mid,Holding,Holding Value
2017-08-11 20:49:47.267992,0.500039,0.503721,1,3539.995,0,10000.0
2017-08-11 20:49:49.466645,0.00724229,0.00832711,-1,3539.995,0,10000.0
2017-08-11 20:49:52.000359,1.34012e-06,1.459e-06,-1,3539.995,0,10000.0
2017-08-11 20:49:54.251513,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:49:56.597235,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:49:59.052331,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:01.598390,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:03.888733,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:06.680460,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:08.736896,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:11.358362,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:13.561782,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:16.489790,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:19.069160,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:21.239555,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:23.662764,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:25.959547,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:28.172584,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:31.530257,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:33.789876,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:37.066600,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:40.783710,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:43.998199,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:47.324406,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:50.315727,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:53.590006,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:56.742538,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:50:59.768050,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:51:02.946413,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:51:06.614159,1.3401e-06,1.45898e-06,-1,3539.995,0,10000.0
2017-08-11 20:51:11.002262,1.3401e-06,1.45898e-06,-1,3541.98,0,10000.0
2017-08-11 20:51:14.650581,0.391701,7.08813e-05,-1,3541.995,0,10000.0
2017-08-11 20:51:21.217782,0.982152,0.00825964,0,3541.995,0.5,10000.0
2017-08-11 20:51:24.603941,0.999999,1.06923e-07,0,3541.995,1.0,10000.0
2017-08-11 20:51:28.011253,0.999999,1.06923e-07,0,3541.995,1.5,10000.000000000002
