Market Long proba (%),Market Short proba (%),Order Type,Market Mid
0.296438,0.00121631,-1,2830.315
0.508542,0.0117261,0,2830.315
0.468495,0.0150645,-1,2830.315
0.377582,0.00324287,-1,2830.315
0.254814,0.00034772,-1,2830.315
0.143949,3.36011e-05,-1,2830.315
0.0815661,5.92426e-06,-1,2830.315
0.0549634,2.04376e-06,-1,2830.775
0.295595,0.000563059,-1,2832.255
0.483338,0.00687471,-1,2832.255
0.440024,0.00294923,-1,2832.255
0.33966,0.000386034,-1,2832.255
0.215573,2.86516e-05,-1,2832.255
0.118995,2.56044e-06,-1,2832.255
0.0706701,4.39497e-07,-1,2832.255
0.0503279,1.55625e-07,-1,2832.255
0.0404257,8.24686e-08,-1,2832.255
0.034316,5.20877e-08,-1,2832.255
0.0299449,3.58732e-08,-1,2832.255
0.0265894,2.60756e-08,-1,2832.255
0.0239136,1.9708e-08,-1,2832.255
0.0217249,1.53526e-08,-1,2832.255
0.0198995,1.22541e-08,-1,2832.255
0.0183533,9.97887e-09,-1,2832.255
0.0170263,8.26386e-09,-1,2832.255
0.015875,6.94231e-09,-1,2832.255
0.0148667,5.90457e-09,-1,2832.255
0.0139762,5.07628e-09,-1,2832.255
0.0131841,4.40567e-09,-1,2832.255
0.0124751,3.85583e-09,-1,2832.255
0.0118367,3.39995e-09,-1,2832.255
0.0112589,3.01817e-09,-1,2832.255
0.0107336,2.69554e-09,-1,2832.255
0.010254,2.42067e-09,-1,2832.255
0.00981435,2.18475e-09,-1,2832.255
0.00940994,1.98087e-09,-1,2832.255
0.00903673,1.80359e-09,-1,2832.255
0.00869125,1.64855e-09,-1,2832.255
0.00837057,1.51225e-09,-1,2832.255
0.00807212,1.39183e-09,-1,2832.255
0.00779369,1.28497e-09,-1,2832.255
0.00753335,1.18972e-09,-1,2832.255
0.00728941,1.1045e-09,-1,2832.255
0.00706038,1.02796e-09,-1,2832.255
0.00684495,9.58988e-10,-1,2832.255
0.00664195,8.96624e-10,-1,2832.255
0.00645035,8.4007e-10,-1,2832.255
0.00626923,7.88633e-10,-1,2832.255
0.00609776,7.4172e-10,-1,2832.255
0.00593519,6.98827e-10,-1,2832.255
0.00578085,6.59512e-10,-1,2832.255
0.00563415,6.23393e-10,-1,2832.255
0.00549453,5.90137e-10,-1,2832.255
0.00536151,5.59453e-10,-1,2832.255
0.00523463,5.31085e-10,-1,2832.255
0.00511347,5.04812e-10,-1,2832.255
0.00499767,4.8043e-10,-1,2832.255
0.00488688,4.57767e-10,-1,2832.255
0.00478078,4.36665e-10,-1,2832.255
0.0046791,4.16987e-10,-1,2832.255
0.00458155,3.98609e-10,-1,2832.255
0.0044879,3.8142e-10,-1,2832.255
0.00439792,3.6532e-10,-1,2832.255
0.00431141,3.50219e-10,-1,2832.255
0.00422816,3.36039e-10,-1,2832.255
0.004148,3.22705e-10,-1,2832.255
0.00407076,3.10153e-10,-1,2832.255
0.00399629,2.98324e-10,-1,2832.255
0.00392444,2.87162e-10,-1,2832.255
0.00385508,2.7662e-10,-1,2832.255
0.00378808,2.66652e-10,-1,2832.07
0.00372333,2.5723e-10,-1,2832.035
0.00366071,2.48304e-10,-1,2832.035
0.00360013,2.39829e-10,-1,2832.035
0.00354149,2.31786e-10,-1,2832.035
0.00348469,2.24146e-10,-1,2832.035
0.00342965,2.16882e-10,-1,2832.035
0.0033763,2.09971e-10,-1,2832.035
0.00332455,2.0339e-10,-1,2832.035
0.00327434,1.97119e-10,-1,2832.035
0.0032256,1.91138e-10,-1,2832.035
0.00317827,1.8543e-10,-1,2832.035
0.00313229,1.79979e-10,-1,2832.145
0.104687,1.63078e-06,-1,2832.17
0.377303,0.000630604,-1,2832.115
0.353057,0.000438263,-1,2832.115
0.250533,5.28407e-05,-1,2832.115
0.146742,4.93405e-06,-1,2832.115
0.0846026,6.81476e-07,-1,2832.115
0.0568608,1.92862e-07,-1,2832.115
0.0440748,9.04925e-08,-1,2832.115
0.0367553,5.38667e-08,-1,2832.115
0.0317485,3.58544e-08,-1,2832.115
0.0279945,2.54593e-08,-1,2832.115
0.0250439,1.89047e-08,-1,2832.115
0.0226553,1.45212e-08,-1,2832.115
0.0206794,1.14578e-08,-1,2832.115
0.0190166,9.24096e-09,-1,2832.115
0.0175975,7.59029e-09,-1,2832.115
0.0163721,6.33151e-09,-1,2832.115
0.0153031,5.35193e-09,-1,2832.115
0.0143624,4.5762e-09,-1,2832.115
0.0135284,3.95249e-09,-1,2832.115
0.0127837,3.44427e-09,-1,2831.73
0.012115,3.02971e-09,-1,2831.625
0.0115112,2.68339e-09,-1,2831.61
0.0109632,2.39143e-09,-1,2831.5550000000003
0.0104639,2.14327e-09,-1,2831.5550000000003
0.0100069,1.92917e-09,-1,2831.5550000000003
0.00958726,1.74481e-09,-1,2831.5550000000003
0.00920051,1.58501e-09,-1,2831.5550000000003
0.00884298,1.44567e-09,-1,2831.5550000000003
0.0085115,1.32351e-09,-1,2831.5550000000003
0.00820337,1.21586e-09,-1,2831.5550000000003
0.00791621,1.12055e-09,-1,2831.5550000000003
0.00764798,1.0358e-09,-1,2831.5550000000003
0.00739687,9.60121e-10,-1,2831.5550000000003
0.00716132,8.92296e-10,-1,2831.9049999999997
0.152678,5.79432e-06,-1,2831.96
0.414116,0.0011034,-1,2831.475
0.383074,0.000697398,-1,2831.7349999999997
0.482274,0.00309937,-1,2831.75
0.546838,0.00663726,0,2831.825
0.614959,0.00225962,0,2831.835
0.698048,0.00048665,0,2831.76
0.591134,0.00339724,0,2830.865
0.51162,0.0105499,0,2830.76
0.459939,0.0177481,-1,2829.525
0.419697,0.0238953,-1,2828.7
0.385277,0.0293677,-1,2828.515
0.354961,0.0344912,-1,2828.39
0.328062,0.0394523,-1,2828.27
0.304159,0.0443476,-1,2828.1949999999997
0.282901,0.0492234,-1,2828.06
0.263971,0.0540992,-1,2827.74
0.247077,0.0589813,-1,2827.7349999999997
0.231959,0.0638692,-1,2827.775
0.277256,0.0511125,-1,2828.29
0.328517,0.0405674,-1,2828.69
0.380778,0.0325584,-1,2828.1800000000003
0.356605,0.0359969,-1,2828.245
0.402684,0.0297884,-1,2829.115
0.452438,0.0244395,-1,2829.01
0.421123,0.0276669,-1,2829.0
0.386692,0.0317875,-1,2828.9049999999997
0.355624,0.0361519,-1,2828.775
0.328122,0.0406632,-1,2828.85
0.374509,0.0334178,-1,2829.295
0.425446,0.0271953,-1,2829.13
0.396784,0.0305102,-1,2829.02
0.365071,0.0347513,-1,2828.705
0.336508,0.0392149,-1,2828.565
0.311237,0.0438035,-1,2828.565
0.288895,0.0395567,-1,2828.62
0.335604,0.0320631,-1,2828.8199999999997
0.387442,0.0257728,-1,2829.1899999999996
0.438322,0.0209917,-1,2829.43
0.486436,0.0173594,-1,2829.38
0.451929,0.019889,-1,2829.345
0.414182,0.0231198,-1,2829.385
0.456761,0.0195128,-1,2829.4449999999997
0.502966,0.016267,0,2829.5299999999997
0.545784,0.013735,0,2829.55
0.584391,0.0117611,0,2830.135
0.618801,0.0102039,0,2830.12
0.57436,0.0122497,0,2830.34
0.603533,0.0108739,0,2830.32
0.559363,0.0130115,0,2830.3100000000004
0.511929,0.0157046,0,2830.285
0.467755,0.0186866,-1,2830.33
0.506295,0.0160572,0,2830.3599999999997
0.548222,0.0136039,0,2830.3599999999997
0.508346,0.011615,0,2830.355
0.465063,0.0137833,-1,2830.355
0.425379,0.0117609,-1,2830.365
0.467156,0.0099492,-1,2830.365
0.433869,0.00870826,-1,2831.025
0.475623,0.00736835,-1,2831.125
0.520349,0.00616865,0,2832.115
0.561503,0.00523171,0,2832.115
0.520667,0.00444231,0,2832.115
0.476306,0.00372333,-1,2832.115
0.435488,0.00316106,-1,2832.115
0.398884,0.00272156,-1,2832.115
0.366368,0.00237365,-1,2832.115
0.337609,0.00209442,-1,2832.395
0.383765,0.00171724,-1,2832.395
0.35885,0.00154537,-1,2832.395
0.331432,0.00137118,-1,2832.395
0.306785,0.00122656,-1,2832.395
0.284958,0.00110704,-1,2832.395
0.265609,0.00100724,-1,2832.395
0.248407,0.000923038,-1,2832.395
0.233059,0.000851293,-1,2832.395
0.219313,0.000789621,-1,2832.395
