Timestamp,Market Long proba (%),Market Short proba (%),Order Type,Market Mid,Holding,Holding Value
2017-08-27 16:51:51.664428,0.497311,0.490376,-1,4346.23,0,100000.0
2017-08-27 16:51:53.882296,0.283553,0.705945,1,4346.26,0,100000.0
2017-08-27 16:51:56.434992,0.231131,0.502582,1,4346.255,0,100000.0
2017-08-27 16:51:58.414339,0.12133,0.61044,1,4346.225,0,100000.0
2017-08-27 16:52:01.255723,0.0207169,0.84309,1,4346.26,0,100000.0
2017-08-27 16:52:03.568310,0.0350214,0.563854,1,4346.26,0,100000.0
2017-08-27 16:52:05.894145,0.300919,0.387469,-1,4346.26,0,100000.0
2017-08-27 16:52:08.417442,0.457341,0.34579,-1,4346.18,0,100000.0
2017-08-27 16:52:10.704917,0.411533,0.406772,-1,4346.125,0,100000.0
2017-08-27 16:52:13.089780,0.364626,0.461268,-1,4346.125,0,100000.0
2017-08-27 16:52:15.147912,0.317082,0.509,1,4346.125,0,100000.0
2017-08-27 16:52:17.641026,0.266247,0.557023,1,4346.12,0,100000.0
2017-08-27 16:52:20.025464,0.202112,0.614222,1,4346.12,0,100000.0
2017-08-27 16:52:22.689587,0.122051,0.69399,1,4346.12,0,100000.0
2017-08-27 16:52:24.859616,0.0510183,0.79708,1,4346.12,0,100000.0
2017-08-27 16:52:28.251496,0.107256,0.634671,1,4346.12,0,100000.0
2017-08-27 16:52:31.004645,0.124648,0.54082,1,4346.12,0,100000.0
2017-08-27 16:52:33.487129,0.0792336,0.484167,-1,4346.12,0,100000.0
2017-08-27 16:52:35.970210,0.0304644,0.41163,-1,4346.12,0,100000.0
2017-08-27 16:52:38.664253,0.00475528,0.295208,-1,4346.12,0,100000.0
2017-08-27 16:52:41.254159,0.000302431,0.15666,-1,4346.115,0,100000.0
2017-08-27 16:52:43.766489,0.0089,0.373258,-1,4346.094999999999,0,100000.0
2017-08-27 16:52:46.379444,0.032051,0.495229,-1,4346.145,0,100000.0
2017-08-27 16:52:48.952133,0.0665207,0.416305,-1,4346.165,0,100000.0
2017-08-27 16:52:51.558009,0.093457,0.345869,-1,4346.07,0,100000.0
2017-08-27 16:52:55.180952,0.0794328,0.389271,-1,4346.014999999999,0,100000.0
2017-08-27 16:53:00.656974,0.0657184,0.439566,-1,4346.005,0,100000.0
2017-08-27 16:53:03.363601,0.0548485,0.487581,-1,4346.005,0,100000.0
2017-08-27 16:53:06.388602,0.0463475,0.53185,1,4346.005,0,100000.0
2017-08-27 16:53:09.152493,0.0396574,0.571928,1,4346.005,0,100000.0
2017-08-27 16:53:11.949848,0.033753,0.530319,1,4346.005,0,100000.0
2017-08-27 16:53:15.003474,0.0283358,0.48514,-1,4346.005,0,100000.0
2017-08-27 16:53:18.317731,0.0240603,0.443446,-1,4346.005,0,100000.0
2017-08-27 16:53:21.426827,0.0206954,0.405958,-1,4346.005,0,100000.0
2017-08-27 16:53:25.533750,0.0180092,0.37257,-1,4346.005,0,100000.0
2017-08-27 16:53:28.842846,0.0158236,0.342929,-1,4346.005,0,100000.0
2017-08-27 16:53:31.654741,0.0140018,0.316564,-1,4346.005,0,100000.0
2017-08-27 16:53:35.098044,0.0124354,0.292939,-1,4346.005,0,100000.0
2017-08-27 16:53:38.242981,0.0110357,0.271478,-1,4346.005,0,100000.0
2017-08-27 16:53:41.452153,0.00972858,0.25157,-1,4346.005,0,100000.0
2017-08-27 16:53:45.336308,0.00845542,0.232581,-1,4346.005,0,100000.0
2017-08-27 16:53:48.453423,0.00717898,0.213881,-1,4346.005,0,100000.0
2017-08-27 16:53:51.620259,0.00589344,0.194918,-1,4346.005,0,100000.0
2017-08-27 16:53:54.316015,0.00463215,0.17534,-1,4346.005,0,100000.0
2017-08-27 16:53:57.077849,0.00346231,0.15516,-1,4346.005,0,100000.0
2017-08-27 16:53:59.992485,0.00245998,0.134847,-1,4346.005,0,100000.0
2017-08-27 16:54:03.169040,0.00167524,0.115258,-1,4346.005,0,100000.0
2017-08-27 16:54:05.942804,0.00111167,0.0973464,-1,4346.005,0,100000.0
2017-08-27 16:54:09.034893,0.000733859,0.081811,-1,4346.005,0,100000.0
2017-08-27 16:54:12.022219,0.000491213,0.0689002,-1,4346.005,0,100000.0
2017-08-27 16:54:15.344825,0.000337801,0.0584618,-1,4346.005,0,100000.0
2017-08-27 16:54:19.536721,0.000240127,0.0501252,-1,4346.005,0,100000.0
